"feature_id_full","feature_id","feature_mz","feature_rt","control_vs_trich_p_value","control_vs_trich_p_value_minus_log10","control_vs_trich_fold_change","control_vs_trich_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"6255_574.44_10.2",6255,574.435064174884,10.221052,0.039779316740733,1.40034268069569,0.726018485074573,-0.461921813903369,"Amino acids and Peptides","Oligopeptides","Lipopeptides","6-amino-N-[2-(3,4-dimethoxycyclohexyl)ethyl]-7-[2-(4-methoxycyclohexyl)ethyl]-11-methyl-2-oxo-1,9-diaza-7-azoniatricyclo[8.4.0.03,8]tetradecane-5-carboxamide",NA,NA,"CC1CCCN2C1NC3C(C2=O)CC(C(N3CCC4CCC(CC4)OC)N)C(=O)NCCC5CCC(C(C5)OC)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C32H57N5O5/c1-20-6-5-16-37-29(20)35-30-25(32(37)39)19-24(28(33)36(30)17-14-21-7-10-23(40-2)11-8-21)31(38)34-15-13-22-9-12-26(41-3)27(18-22)42-4/h20-30,35H,5-19,33H2,1-4H3,(H,34,38)","KYAJISACHWCBGL"
"217_189.04_0.5",217,189.039517071434,0.47371843,0.0398548574795838,1.39951873956229,0.777163938912591,-0.363709134724478,"Carbohydrates","Saccharides","Monosaccharides","3-(Carboxymethyl)-3-hydroxypentanedioic acid",NA,"COCc1cc(O)cc(Cl)c1O","C(C(=O)O)C(CC(=O)O)(CC(=O)O)O",NA,NA,NA,NA,"IOIPLIMWDHKVPG","InChI=1S/C8H9ClO3/c1-12-4-5-2-6(10)3-7(9)8(5)11/h2-3,10-11H,4H2,1H3","IOIPLIMWDHKVPG-UHFFFAOYSA-N","InChI=1S/C7H10O7/c8-4(9)1-7(14,2-5(10)11)3-6(12)13/h14H,1-3H2,(H,8,9)(H,10,11)(H,12,13)","CQOIYSASVHVTBU"
"4026_806.46_6.4",4026,806.455304971196,6.439122,0.0398980011261939,1.39904886174707,0.726094279003708,-0.461771209172803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4259_325.2_7",4259,325.20196197004,6.9782853,0.0400194030456426,1.39772939385865,0.80680525392373,-0.309707616061636,NA,NA,NA,NA,NA,"C=C1[C@@H]2[C@@H](OC)C=C3[C@@H](OC)O[C@@H](OC)[C@@H]3[C@@]2(C)[C@H](O)C[C@@H]1C",NA,NA,NA,NA,NA,"WWKLNYZIVVPDBN","InChI=1S/C18H28O5/c1-9-7-13(19)18(3)14(10(9)2)12(20-4)8-11-15(18)17(22-6)23-16(11)21-5/h8-9,12-17,19H,2,7H2,1,3-6H3/t9-,12-,13+,14+,15+,16-,17+,18-/m0/s1","WWKLNYZIVVPDBN-JOLFBPBZSA-N",NA,NA
"2367_204.18_3.7",2367,204.17506836201,3.7005377,0.0400672756846037,1.39721018577709,0.807900990120763,-0.307749596234729,"Terpenoids","Sesquiterpenoids","Bisabolane sesquiterpenoids","Benzene, 1,2-bis(1-buten-3-yl)-",NA,NA,"CC(C=C)C1=CC=CC=C1C(C)C=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H18/c1-5-11(3)13-9-7-8-10-14(13)12(4)6-2/h5-12H,1-2H2,3-4H3","VQDSDYULHIDXKS"
"306_316.16_0.6",306,316.160371758372,0.59519506,0.0400880909685362,1.39698462475649,0.733481306506037,-0.447167897025098,"Carbohydrates","Saccharides","Fatty acyl glycosides of mono- and disaccharides","(3R,4R)-4-[(2S,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxypentane-1,2,3,5-tetrol",NA,NA,"CC1C(C(C(C(O1)OC(CO)C(C(CO)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H22O9/c1-4-7(15)9(17)10(18)11(19-4)20-6(3-13)8(16)5(14)2-12/h4-18H,2-3H2,1H3","GRXCPUQXHLJXLQ"
"4033_163_6.4",4033,162.999068634326,6.445066,0.0402829001839906,1.39487926978271,1.3657003204215,0.449640943603268,"Amino acids and Peptides","Small peptides","Imidazole alkaloids","Acetamide, 2,2'-dithiodi-",NA,"O=C(O)CCC(=O)O","C(C(=O)N)SSCC(=O)N",NA,NA,NA,NA,"KDYFGRWQOYBRFD","InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)","KDYFGRWQOYBRFD-UHFFFAOYSA-N","InChI=1S/C4H8N2O2S2/c5-3(7)1-9-10-2-4(6)8/h1-2H2,(H2,5,7)(H2,6,8)","WFVWTLVPOUCKBR"
"2370_410.15_3.7",2370,410.145280694797,3.6673884,0.0403851418210396,1.39377838766227,1.26953047855211,0.34429503124233,"Amino acids and Peptides","Ornithine alkaloids","Dipeptides","2-Lysylcytidine",NA,"COc1cc(C=CC(=O)OC2CC(O)(C(=O)O)CC(O)C2O)ccc1O","C1=CN(C(=NCCCCC(C(=O)O)N)N=C1N)C2C(C(C(O2)CO)O)O",NA,NA,NA,NA,"RAGZUCNPTLULOL","InChI=1S/C17H20O9/c1-25-12-6-9(2-4-10(12)18)3-5-14(20)26-13-8-17(24,16(22)23)7-11(19)15(13)21/h2-6,11,13,15,18-19,21,24H,7-8H2,1H3,(H,22,23)","RAGZUCNPTLULOL-UHFFFAOYSA-N","InChI=1S/C15H25N5O6/c16-8(14(24)25)3-1-2-5-18-15-19-10(17)4-6-20(15)13-12(23)11(22)9(7-21)26-13/h4,6,8-9,11-13,21-23H,1-3,5,7,16H2,(H,24,25)(H2,17,18,19)","MDWUIKMWKDMPDE"
"431_261.06_0.8",431,261.059391823343,0.761748,0.040517294768142,1.39235955902964,0.774495009590017,-0.368672151757515,"Amino acids and Peptides","Small peptides","Aminoacids","2-Amino-3-(2-methylsulfonylethylsulfinyl)propanoic acid",NA,NA,"CS(=O)(=O)CCS(=O)CC(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H13NO5S2/c1-14(11,12)3-2-13(10)4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)","VMJICNIRFUWDCY"
"6785_661.47_11.1",6785,661.467357927951,11.140362,0.0405329909018358,1.39219134878142,0.722395528492575,-0.469139132081815,"Polyketides","Linear polyketides","Open-chain polyketides","Bullatalicinone",NA,NA,"CCCCCCCCCCC(C1CCC(O1)C(CCC(C2CCC(O2)CCCCCCCC3CC(C(=O)O3)CC(=O)C)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C37H66O8/c1-3-4-5-6-7-8-12-15-18-31(39)35-23-24-36(45-35)33(41)21-20-32(40)34-22-19-29(43-34)16-13-10-9-11-14-17-30-26-28(25-27(2)38)37(42)44-30/h28-36,39-41H,3-26H2,1-2H3","WAZNHZWSJGMXPS"
"3885_295.23_6.1",3885,295.228147063472,6.1003394,0.0405542160962137,1.39196398899564,0.765860583856635,-0.384846304936478,"Fatty acids","Octadecanoids","Other Octadecanoids","9-Hydroxyoctadeca-9,12,15-trienoic acid",NA,"CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)O","CCC=CCC=CCC=C(CCCCCCCC(=O)O)O",NA,NA,NA,NA,"HHZKKFXQEIBVEV","InChI=1S/C18H30O3/c1-2-3-4-5-7-10-13-16-21-17-14-11-8-6-9-12-15-18(19)20/h7,10,13-14,16-17H,2-6,8-9,11-12,15H2,1H3,(H,19,20)/b10-7-,16-13+,17-14+","HHZKKFXQEIBVEV-CXXUKANQSA-N","InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,14,19H,2,5,7,9-13,15-16H2,1H3,(H,20,21)","QJUISJZTMQXBKO"
"842_164.07_1.7",842,164.070884432251,1.6504858,0.0405998879490517,1.39147516502319,0.777026847917632,-0.363963647234482,"Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Simple phenolic acids",NA,NA,NA,"C1=CC=C(C(=C1)C=C=C=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H6O2/c10-7-3-5-8-4-1-2-6-9(8)11/h1-2,4-6,11H","RKICWLVLOMRLPI"
"563_298.19_1",563,298.186151118174,1.0379217,0.0410366900537456,1.38682767590221,0.762929676674578,-0.390378012648701,"Carbohydrates","Saccharides","Fatty acyl glycosides of mono- and disaccharides","2-[2-[2-[(Z)-2-[2-(2-hydroxyethoxy)ethoxy]ethenoxy]ethoxy]ethoxy]ethanol",NA,NA,"C(COCCOCCOC=COCCOCCO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H24O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h9,11,13-14H,1-8,10,12H2","CRSOEIPRUZFBJL"
"7120_124.09_11.9",7120,124.087222910359,11.915767,0.0411565377865504,1.38556116654904,0.761100333874104,-0.393841441892973,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-Vinylpyrimidine",NA,NA,"C=CC1=NC=CC=N1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2/c1-2-6-7-4-3-5-8-6/h2-5H,1H2","ZDHWTWWXCXEGIC"
"6380_764.53_10.4",6380,764.534746074349,10.405206,0.0412738052654443,1.38432548921319,1.28070168548286,0.356934467096758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181_360.15_0.5",181,360.149857175716,0.45151824,0.0413190396211351,1.38384978134624,0.767645199390021,-0.381488434140901,"Carbohydrates","Saccharides","Disaccharides","Brachiose","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O","OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",NA,"HDTRYLNUVZCQOY-LIZSDCNHSA-N","HDTRYLNUVZCQOY","CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5+,6+,7-,8-,9+,10+,11+,12-/m0/s1","CZMRCDWAGMRECN-GDQSFJPYSA-N","InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX"
"5547_584.42_9.1",5547,584.423641818161,9.050653,0.0413556997264984,1.38346462663914,0.794487161567376,-0.331904188205614,"Amino acids and Peptides","Oligopeptides","Microcolins and mirabimids","2-N,3-N-bis(2,6-diethyl-4-nitrocyclohexyl)-6-trimethylsilyloxyhexane-2,3-diimine",NA,NA,"CCC1CC(CC(C1N=C(C)C(=NC2C(CC(CC2CC)[N+](=O)[O-])CC)CCCO[Si](C)(C)C)CC)[N+](=O)[O-]",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H54N4O5Si/c1-9-21-16-25(32(34)35)17-22(10-2)28(21)30-20(5)27(14-13-15-38-39(6,7)8)31-29-23(11-3)18-26(33(36)37)19-24(29)12-4/h21-26,28-29H,9-19H2,1-8H3","CZZMWTAFTAPQOU"
"1529_189.13_2.7",1529,189.127763285476,2.74382,0.0413640409067679,1.38337704105079,0.770609997843407,-0.375927191337946,"Terpenoids","Sesquiterpenoids","Apocarotenoids (β-)","1-(3-hydroxy-2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one",NA,"c1ccc2ccccc2c1","CC=CC(=O)C1=C(C(=CCC1(C)C)O)C",NA,NA,NA,NA,"UFWIBTONFRDIAS","InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H","UFWIBTONFRDIAS-UHFFFAOYSA-N","InChI=1S/C13H18O2/c1-5-6-11(15)12-9(2)10(14)7-8-13(12,3)4/h5-7,14H,8H2,1-4H3","LXJIURZYUSYVNB"
"2649_906.46_3.9",2649,906.45827309469,3.9375334,0.041720959421928,1.37964571302455,1.27153434376048,0.346570429313738,"Alkaloids","Pseudoalkaloids (transamidation)","Steroidal alkaloids","Solamargine",NA,NA,"CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)NC1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C45H73NO15/c1-19-9-14-45(46-17-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-36(53)34(51)32(49)22(4)56-41)37(54)38(29(18-47)58-42)59-40-35(52)33(50)31(48)21(3)55-40/h7,19-22,24-42,46-54H,8-18H2,1-6H3","MBWUSSKCCUMJHO"
"6406_172.12_10.4",6406,172.116389968776,10.384438,0.0417634375206095,1.37920376204624,0.810450223510965,-0.303204514325463,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Carbamic acid, (butyldimethylsilyl)methyl ester",NA,NA,"CCCC[Si](C)(C)COC(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H19NO2Si/c1-4-5-6-12(2,3)7-11-8(9)10/h4-7H2,1-3H3,(H2,9,10)","WIRBZCVTVAQDPB"
"3021_301.17_4.4",3021,301.165132705952,4.4094243,0.0418243249612569,1.37857105976107,0.740178713029691,-0.434054449452015,"Alkaloids","Small peptides","Dipeptides","2-[(3-Chloro-2,2,6,6-tetramethylpiperidin-1-yl)-(2-hydroxyethyl)amino]ethanol",NA,"C[C@@H]1CC[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C|C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@@H]5[C@@H]4CC[C@@]4(C)[C@H]5C[C@@H]5O[C@]6(CC[C@@H](CO)CO6)[C@@H](C)[C@@]54O)C3)O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O|C[C@@H]1C[C@H](O)[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C|C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@](C)(O)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O|CO[C@@H]1O[C@]2(CC[C@H]1C)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C|C[C@@H]1CC[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]3(C)[C@H]1[C@@H]2C|C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]3(C)[C@H]1[C@@H]2C","CC1(CCC(C(N1N(CCO)CCO)(C)C)Cl)C",NA,NA,NA,NA,"YWZIECUTYXPEII|QRLNYFWBVWUKJA|SCEKBVUERPJRNS|UTSRBRZLSPTMIC|KHFXPJDROWSYEF|MWTJVBOEJQIILT|XNHZDPAJXHYTSI","InChI=1S/C45H72O18/c1-18-9-14-44(63-38(18)54)21(4)45(55)28(62-44)16-26-24-8-7-22-15-23(10-12-42(22,5)25(24)11-13-43(26,45)6)58-41-37(61-40-34(52)32(50)30(48)20(3)57-40)35(53)36(27(17-46)59-41)60-39-33(51)31(49)29(47)19(2)56-39/h7,18-21,23-41,46-55H,8-17H2,1-6H3/t18-,19+,20+,21-,23+,24-,25+,26+,27-,28+,29+,30+,31-,32-,33-,34-,35+,36-,37-,38-,39+,40+,41-,42+,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-19-30(48)32(50)34(52)39(57-19)61-37-28(17-47)60-41(38(36(37)54)62-40-35(53)33(51)31(49)20(2)58-40)59-24-9-11-42(4)23(14-24)6-7-25-26(42)10-12-43(5)27(25)15-29-45(43,55)21(3)44(63-29)13-8-22(16-46)18-56-44/h6,19-22,24-41,46-55H,7-18H2,1-5H3/t19-,20-,21+,22-,24-,25+,26-,27-,28+,29-,30-,31-,32+,33+,34+,35+,36-,37+,38+,39-,40-,41+,42-,43-,44+,45+/m0/s1|InChI=1S/C45H72O18/c1-17-13-28(47)45(63-39(17)55)18(2)29-26(62-45)15-25-23-8-7-21-14-22(9-11-43(21,5)24(23)10-12-44(25,29)6)58-42-38(61-41-35(53)33(51)31(49)20(4)57-41)36(54)37(27(16-46)59-42)60-40-34(52)32(50)30(48)19(3)56-40/h7,17-20,22-42,46-55H,8-16H2,1-6H3/t17-,18+,19+,20+,22+,23-,24+,25+,26+,27-,28+,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39-,40+,41+,42-,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-19-29-26(63-45(19)13-12-42(3,55)18-56-45)15-25-23-7-6-21-14-22(8-10-43(21,4)24(23)9-11-44(25,29)5)58-41-38(62-39-35(53)33(51)30(48)20(2)57-39)37(32(50)28(17-47)60-41)61-40-36(54)34(52)31(49)27(16-46)59-40/h6,19-20,22-41,46-55H,7-18H2,1-5H3/t19-,20-,22-,23+,24-,25-,26-,27+,28+,29-,30-,31+,32-,33+,34-,35+,36+,37-,38+,39-,40-,41+,42+,43-,44-,45+/m0/s1|InChI=1S/C45H72O18/c1-19-9-14-44(63-38(19)55-6)21(3)45(54)29(62-44)16-26-24-8-7-22-15-23(10-12-42(22,4)25(24)11-13-43(26,45)5)58-41-37(61-40-35(53)33(51)30(48)20(2)57-40)36(32(50)28(17-46)59-41)60-39-34(52)31(49)27(47)18-56-39/h7,19-21,23-41,46-54H,8-18H2,1-6H3/t19-,20+,21-,23+,24-,25+,26+,27-,28-,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39+,40+,41-,42+,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-17-9-12-45(63-39(17)55)18(2)29-26(62-45)14-25-23-8-7-21-13-22(10-11-43(21,5)24(23)15-28(47)44(25,29)6)58-42-38(61-41-35(53)33(51)31(49)20(4)57-41)36(54)37(27(16-46)59-42)60-40-34(52)32(50)30(48)19(3)56-40/h7,17-20,22-42,46-55H,8-16H2,1-6H3/t17-,18+,19+,20+,22+,23-,24+,25+,26+,27-,28-,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39-,40+,41+,42-,43+,44-,45+/m1/s1|InChI=1S/C45H72O18/c1-18-8-11-45(56-17-18)19(2)30-26(63-45)13-25-23-7-6-21-12-22(9-10-43(21,4)24(23)14-29(48)44(25,30)5)58-42-39(62-40-36(54)34(52)31(49)20(3)57-40)38(33(51)28(16-47)60-42)61-41-37(55)35(53)32(50)27(15-46)59-41/h6,18-20,22-42,46-55H,7-17H2,1-5H3/t18-,19+,20+,22+,23-,24+,25+,26+,27-,28-,29-,30+,31+,32-,33+,34-,35+,36-,37-,38+,39-,40+,41+,42-,43+,44-,45-/m1/s1","YWZIECUTYXPEII-OQHWBBKZSA-N|QRLNYFWBVWUKJA-WFIHUWAWSA-N|SCEKBVUERPJRNS-GDVAPLMRSA-N|UTSRBRZLSPTMIC-RJXWSSPCSA-N|KHFXPJDROWSYEF-MZKWCCRZSA-N|MWTJVBOEJQIILT-UOOYKZNMSA-N|XNHZDPAJXHYTSI-BFGMSUTKSA-N","InChI=1S/C13H27ClN2O2/c1-12(2)6-5-11(14)13(3,4)16(12)15(7-9-17)8-10-18/h11,17-18H,5-10H2,1-4H3","KQPVFUDFHFQFRI"
"6329_708.51_10.4",6329,708.513968125251,10.430688,0.0418597986495097,1.37820286499918,0.757111642124262,-0.401422042148948,"Amino acids and Peptides","Oligopeptides","Linear peptides","[[1-[[(2S,3S,5S)-1-cyclohexyl-5-[(ethylcarbamoylamino)methyl]-3-hydroxy-6-methylheptan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-pentanoylamino] 4-aminopiperidine-1-carboxylate",NA,NA,"CCCCC(=O)N(C(CC1=CN=CN1)C(=O)NC(CC2CCCCC2)C(CC(CNC(=O)NCC)C(C)C)O)OC(=O)N3CCC(CC3)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C35H62N8O6/c1-5-7-13-32(45)43(49-35(48)42-16-14-27(36)15-17-42)30(20-28-22-37-23-40-28)33(46)41-29(18-25-11-9-8-10-12-25)31(44)19-26(24(3)4)21-39-34(47)38-6-2/h22-27,29-31,44H,5-21,36H2,1-4H3,(H,37,40)(H,41,46)(H2,38,39,47)","AJNSWOAXUXBPRB"
"819_154.99_1.6",819,154.990499334933,1.5830139,0.0421765199456489,1.37492925747355,0.787240551396455,-0.345123557909695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394_225.15_2.5",1394,225.148732632263,2.5264962,0.0423206459710535,1.37344771196713,0.782579411093126,-0.353690940059563,"Terpenoids","Apocarotenoids","Apocarotenoids(ε-)","4-(3,3-dihydroxybut-1-en-1-yl)-3,5,5-trimethylcyclohex-2-ene-1,1-diol",NA,"CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)O","CC1=CC(CC(C1C=CC(C)(O)O)(C)C)(O)O",NA,NA,NA,NA,"KPQMCAKZRXOZLB","InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1","KPQMCAKZRXOZLB-KOIHBYQTSA-N","InChI=1S/C13H22O4/c1-9-7-13(16,17)8-11(2,3)10(9)5-6-12(4,14)15/h5-7,10,14-17H,8H2,1-4H3","XBFYXUXQJGIFHA"
"1396_321.19_2.5",1396,321.192278005459,2.5277765,0.0424970665145704,1.37164104737332,1.34389963596901,0.426425399949722,"Alkaloids","Ornithine alkaloids","Polyamines","(E)-N-[2-oxo-2-[[2-oxo-2-(propan-2-ylamino)ethyl]amino]ethyl]-3-phenylprop-2-enamide",NA,NA,"CC(C)NC(=O)CNC(=O)CNC(=O)C=CC1=CC=CC=C1",NA,NA,NA,NA,"CCZXUYRSGKPBHZ","nan","nan","InChI=1S/C16H21N3O3/c1-12(2)19-16(22)11-18-15(21)10-17-14(20)9-8-13-6-4-3-5-7-13/h3-9,12H,10-11H2,1-2H3,(H,17,20)(H,18,21)(H,19,22)","KRPJWCCMQYLDNG"
"1785_175.11_3.1",1785,175.112088120601,3.071181,0.04278052734035,1.36875386633783,0.781135823482483,-0.356354669660153,"Fatty acids","Fatty Acids and Conjugates","Unsaturated fatty acids","Dodeca-2,4,8,10-tetraenoic acid",NA,"Cc1ccc2c(c1)C(=O)CC[C@@H]2C","CC=CC=CCCC=CC=CC(=O)O",NA,NA,NA,NA,"SQESYXTWWGWCFK","InChI=1S/C12H14O/c1-8-3-5-10-9(2)4-6-12(13)11(10)7-8/h3,5,7,9H,4,6H2,1-2H3/t9-/m0/s1","SQESYXTWWGWCFK-VIFPVBQESA-N","InChI=1S/C12H16O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-5,8-11H,6-7H2,1H3,(H,13,14)","RUQFLFFSSDCHKE"
"1629_605.22_2.9",1629,605.22095572363,2.8903508,0.0428360742553967,1.36819033726457,0.785625129252224,-0.348087017999847,"Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","(+)-Lyoniresin-4-Yl Beta-D-Glucopyranoside",NA,"COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","COC1=CC(=CC(=C1O)OC)C2C(C(CC3=CC(=C(C(=C23)OC)OC4C(C(C(C(O4)CO)O)O)O)OC)CO)CO",NA,NA,NA,NA,"PQQRNPDHSJDAGV","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","InChI=1S/C28H38O13/c1-36-16-6-13(7-17(37-2)22(16)32)20-15(10-30)14(9-29)5-12-8-18(38-3)26(27(39-4)21(12)20)41-28-25(35)24(34)23(33)19(11-31)40-28/h6-8,14-15,19-20,23-25,28-35H,5,9-11H2,1-4H3","TYCVVKGFKLGEKY"
"4706_283.15_7.8",4706,283.154467650459,7.840302,0.0430216250152351,1.36631318944319,1.39465105331613,0.479904199743133,"Fatty acids","Macrolides","Macrolide lactones","pentadecane-2,5,8,11,14-pentone",NA,"CC(=O)C=CC(O)C(C)c1cc(O)c(C)cc1O","CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)C",NA,NA,NA,NA,"QUWXRNSZOIJARN","InChI=1S/C14H18O4/c1-8-6-14(18)11(7-13(8)17)10(3)12(16)5-4-9(2)15/h4-7,10,12,16-18H,1-3H3","QUWXRNSZOIJARN-UHFFFAOYSA-N","InChI=1S/C15H22O5/c1-11(16)3-5-13(18)7-9-15(20)10-8-14(19)6-4-12(2)17/h3-10H2,1-2H3","QRFMLXHMTWCHKI"
